title,symbol_price_change,symbol_price_change_ratio,VnId_score,score
"MBB: Ms. Nguyen Thi An Binh - Head of the Supervisory Board Registered to Transfer 119,600 Shares",-1,0,-0.5,-0.4
"MBB: Ms. Vice Vice Chairman of the Board of Directors Registered to Receive Transfer of 413,800 Shares",-1,0,-0.5,-0.4
"MBB: Ms. Pham Nhu Anh - Member of the Board of Directors Registered to receive Transfer of 261,900 Shares",-1,0,-0.5,-0.4
"MBB: Mr. Luu Trung Thai - The Board of Director Registered to receive the transfer of 733,400 Shares",-1,0,-0.5,-0.4
"MBB: Mr. Nguyen Xuan Hoc - Deputy General Director Registered to receive Transfer of 185,100 Shares",-1,0,-0.5,-0.4
"MBB: Mr. HA while Deputy General Director Registered to receive Transfer 85,400 Shares",-1,0,-0.5,-0.4
"MBB: Mr. Le Quoc Minh - Deputy General Director Registered to receive Transfer of 113,900 Shares",-1,0,-0.5,-0.4
"MBB: Ms. Pham Thi Trung Ha - Deputy General Director Registered to receive Transfer of 136,700 Shares",-1,0,-0.5,-0.4
"MBB: Mr. Tran Minh Dat - Deputy General Director Registered to receive Transfer of 222,100 Shares",-1,0,-0.5,-0.4
"MBB: Ms. Nguyen Thi Thuy - Member of the Executive Board Registered to receive the transfer of 305,600 Shares",-1,0,-0.5,-0.4
"MBB: Ms. Nguyen Minh Chau - Deputy General Director Registered to receive Transfer of 222,100 Shares",-1,0,-0.5,-0.4
"MBB: Ms. LE THI LOI - Head of the Supervisory Board Registered to Transfer 229,700 Shares",-1,0,-0.5,-0.4
"MBB: Ms. Member of the Board of Director Registered to receive Transfer of 171,900 Shares",-1,0,-0.5,-0.4
MBB: Mr. Do Van Tien - Member of the Supervisory Board Registered to Transfer 7.650 Shares,-1,0,-0.5,-0.4
"MBB: Mr. Member of the Board of Director Registered to receive Transfer of 85,400 Shares",-1,0,-0.5,-0.4
"MBB: Ms. Nguyen Thi Nguyet Ha - Member of the Supervisory Board Registered to Transfer 27,202 Shares",-1,0,-0.5,-0.4
"MBB: Ms. DO TUYET TUYET OF THE SUPERVISORY Board Registered to Transfer 62,200 Shares",-1,0,-0.5,-0.4
"MBB: Mr. Nguyen Ngoc Thanh - In Charge of Admission to Register for Transfer 3,105 Shares",-1,0,-0.5,-0.4
"MBB: MBB Grassrooots Trade Union Registered Transfer 6,329,996 Shares",-1,0,-0.5,-0.4
MBB: The Board of Directors Approved the Transaction Contract with OceanBank,-1,0,-0.5,-0.4
MBB: The Board of Director Approved OceanBank Transfer,-1,0,-0.5,-0.4
MBB: The Board of Directors Approved the Transaction Contract Between MB and Viettel,-1,0,-0.5,-0.4
MBB: CBTT Established Dak Nong Branch,-1,0,-0.5,-0.4
MBB: CBTT Established Cao Bang Branch,-1,0,-0.5,-0.4
MBB: Resolution of the Board of Directors on the Issuance of Additional Bonds for Sale 2024-2025,-1,0,-1,-0.6
MBB: The Board's Decision on Changing The Location of Pleiku Transaction Office Office,-1,0,-1,-0.6
"MBS: Military Comprercial Joint Stock Bank Bought 1,154,471 Shares",1,0,-1,-0.2
MBB: Official Letter of the Ssc on the Report on the Implementation of the 2nd Public Bond Offering of MBB,1,0,-1,-0.2
MBB: The decision of the board of directors on the establishment of Kon Tum Branch,1,0,-1,-0.2
MBB: Decision of the board of director on the establishment of hoai nhon transaction office Office,1,0,-1,-0.2
"MBS: Military Comprercial Joint Stock Bank Registered to Buy 1,154,471 Shares",1,1,1,1
MBB: The decision of the board of director on changing the location of yen bai branch,1,0,1,0.6000000000000001
MBB: The decision of the board of director on changing the location and name of PGD to Nam,1,0,1,0.6000000000000001
"MBB: MBB Grassrooots Trade Union Has Reciving 3,237 Shares",1,0,1,0.6000000000000001
MBB: The decision of the board of director on the establishment of Nam Binh Thuan Transaction Office,-1,0,-0.5,-0.4
MBB: The decision of the board of directors on the establishment of sa dectrions Office,-1,0,-0.5,-0.4
MBB: The decision of the board of director on the estimatement,-1,0,-0.5,-0.4
MBB: The Decision of the Board of Director on Changing The Location of Yen Lac Transaction Office,-1,0,-0.5,-0.4
MBB: The decision of the board of director on the establishment of quoc Oai Transaction Office,1,0,0.5,0.4
MBB: Decision of the Board of Directors on Changing The Location of the Transaction Office in District 8,1,0,0.5,0.4
MBB: Notice of Changing the location of Dong Anh Branch,1,0,0.5,0.4
MBB: CBTT Changes The Location of Dong Saigon Branch,1,0,0.5,0.4
MBB: CBTT The Plan to exercise the right to buy shares to invrease charter capital in 2024,-1,0,0.5,0
MBB: The Decision of the Board of Directors on changing the location of Luc Nam Transaction Office,1,0,0.5,0.4
"MBB: MBB Grassrooots Trade Union Registered to Receive Transfer of 3,238 Shares",1,0,0.5,0.4
"MBB: Report on Stock Trading Results of Internal People, Related People",1,0,1,0.6000000000000001
"MBB: Notice of Changing Location, Name and Branch Management Branch",1,1,1,1
MBB: Decision of the Board of Directors on changing the location and name of the transaction office from Son Directly Under Bac Ninh Branch,1,0,1,0.6000000000000001
"MBB: Mr. Member of the Board of Director Sold 456,000 Shares",-1,0,1,0.2
MBB: The decision of the board of director on changing the location and name of Nam Ky Ky Khoi Nghia Transaction Office Underly Vung Tau Branch,1,1,1,1
JPMorgan Owns Over 1% of Capital at MB,-1,0,-0.5,-0.4
MBB: The Decision of the Board of Director on Changing The Location of Saigon Branch,-1,0,-0.5,-0.4
MBB: Decision of the Board of Directors on changing the location of Chi Linh Transaction Office,-1,0,-0.5,-0.4
MBB: The decision of the board of director on the establishment of a Branch from Son and Renamed it to Kinh Bac Branch,-1,0,-0.5,-0.4
"MBB: Mr. Member of the Board of Directored To Sell 456,000 Shares",-1,0,-1,-0.6
"MBB: Notice of Stock Transactions of Internal People, Related People",-1,0,-1,-0.6
MBB: Report on the company Management Situation in the first 6 months of 2024,-1,0,1,0.2
MBB: MBB Grassrooots Trade Union has not yet yet receipted CP Transfer,1,1,-0.5,0.4000000000000001
MBB: Appointing Mr. Nguyen Ngoc Thanh In Charge of Management and Company Secretary from 25.7.2024,-1,0,0.5,0
"MBB: MBB Grassrooots Trade Union Registered to receive Transfer of 3,237 Shares",1,1,0.5,0.8
MBB: CBTT The Capital Representative of Vietnam Helicopter Corporation at MBB,-1,-1,-1,-1
MBB: The decision of the board of director on the establishment of can gioc gioc. PGD Under Long An Branch,1,0,-0.5,0
MBB: The decision of the board of directors on the establishment of Song Cau Transaction Office Under Phu Yen Branch,1,0,-0.5,0
"MBB: Mrs. Nguyen Thi Nguyet Ha's Sister - Member of the Supervisory Board Sold 200,000 Shares",1,1,1,1
MBB: Notice of Changing Viettel's Capital Representative at MBB,-1,0,0.5,0
"MBB: Mrs. Nguyen Thi Nguyet Ha - Member of the Supervisory Board Registered for Sale 200,000 Shares",1,0,0.5,0.4
MBB: Additional Notice of Internal People,1,0,0.5,0.4
MBB: Appointing Mr. Nguyen Xuan Hoc As Deputy General Director from 2.7.2024,1,0,0.5,0.4
MBB: Resolution of the Board of Director on Promulgating the Regulation on Organization and Operation of the Supervisory Board,-1,-1,-0.5,-0.8
MBB: Organization and Operation Regultations of the BKS,-1,-1,-0.5,-0.8
MBB: Decision of the board of director on changing the location and name of my tho transaction office,-1,-1,-0.5,-0.8
"MBB: Official Letter of CBTT Promulgates The Charter, Regulation on the State Administration, Regulation on Organization and Operation of the Board of Directors",-1,-1,-0.5,-0.8
MBB: Company Charter 2024,-1,-1,-0.5,-0.8
MBB: Organization and Operation Regulations of the board of director,-1,-1,-0.5,-0.8
"MBB: Resolution of the board of director promulgating the charter, Regulation on the State Administration, The Regulation on Organization and Operation of the Board of Directors",-1,-1,-0.5,-0.8
MBB: Company Internal Administration Regulations,-1,-1,-0.5,-0.8
MBB: Notice The Capital Representive of Tan Cang at MBB,-1,0,0.5,0
MBB: CBTT ABout SCIC's Capital Representative at MBB,-1,0,-0.5,-0.4
MBB: The Resolution of the Extraorrdinary General Meeting of Shareholders in 2024,-1,0,-0.5,-0.4
MBB: Meeting Minutes and Resolutions of the Extraorrdinary General Meeting of Shareholders in 2024,-1,0,-0.5,-0.4
MBB: Notice of Change of Personnel for Term 2024 - 2029,-1,0,-0.5,-0.4
"MBB: Resolution of the Board of Directors on the electman, Vice Chairman of the Board of Directors",-1,0,-0.5,-0.4
MBB: Resolution of the Supervisory Board on the Election of the Supervisory Board and the Deputy Head of the Supervisory Board,-1,0,-0.5,-0.4
MBB: Minutes of the Extraorrdinary General Meeting of Shareholders in 2024,-1,0,-0.5,-0.4
"MBB: The number of Voting Shares is Circulating is 5,306,324,052 Shares",1,1,-0.5,0.4000000000000001
"MBB: Published 19,240,000 Shares Esop",1,1,-0.5,0.4000000000000001
MBB: Resolution of the Board of Directors on the approval of a Contract Between MBB and Viettel,1,1,-0.5,0.4000000000000001
MBB: Notice of tax test Results,1,0,-0.5,0
"MBB: Mr. Le Quoc Minh - Deputy General Director Bought 24,000 Shares",1,0,-0.5,0
"MBB: Mrs. Do Tuyet Mai - a member of the supervisory board bought 65,000 shares",1,0,-0.5,0
"MBB: Mr. HA while Deputy General Director Bought 21,600 Shares",1,0,-0.5,0
"MBB: Ms. Nguyen Thi Thanh Nga - Financial Director Bought 286,000 Shares",1,0,-0.5,0
"MBB: Ms. DO TUYET MAI - MEMBER Of The Supervisory Board Bought 64,000 Shares",1,0,-0.5,0
"MBB: Mr. Le Quoc Minh - Deputy General Director Bought 238,000 Shares",1,0,-0.5,0
"MBB: Mr. Member of the Supervisory Board Bought 64,000 Shares",1,0,-0.5,0
"MBB: Ms. Do Kim Loan - Management in Charge Bought 172,975 Shares",1,0,-0.5,0
"MBB: Mr. Tran Minh Dat - Deputy General Director Bought 343,000 Shares",1,0,-0.5,0
"MBB: Ms. Nguyen Thi An Binh - Deputy Head of Supervisory Bought Bought 122,000 Shares",1,0,-0.5,0
"MBB: Ms. Dang Thuy Dung - Chief Accountant Bought 75,000 Shares",1,0,-0.5,0
"MBB: Ms. LE THI LOI - Head of the supervisory board Bought 235,000 Shares",1,0,-0.5,0
"MBB: Ms. Pham Thi Trung Ha - Deputy General Director Bought 357,000 Shares",1,0,-0.5,0
"MBB: Mr. HA while Deputy General Director Bought 208,000 Shares",1,0,-0.5,0
"MBB: Ms. Nguyen Minh Chau - Deputy General Director Bought 286,000 Shares",1,0,-0.5,0
"MBB: Mr. Pham Nhu Anh - General Director Bought 547,000 Shares",1,0,-0.5,0
"MBB: MBB Grassrooots Trade Union Reciving 12,689 Shares",1,0,-0.5,0
"MBB: Notice of Changing Location of Tan Uyen Transaction Office, Uyen Hung Transaction Office, Ben Cat Transaction Office - Binh Duong Branch",-1,-1,-0.5,-0.8
MBB: Continuing to Appoint Mr. Ha while As Deputy General Director and Director of Branch of Transaction Office 2,-1,-1,-0.5,-0.8
MBB: Notice of Transfer of Capital Contribution of the Corporation Company 28,-1,-1,-0.5,-0.8
MBB: The Resolution of the Board of Director Apprevoves The Regular Bond Issuance Plan Issed by MB in the Form of A Separate Offering,1,1,1,1
MBB: Notice of Stock Issuance According to the Selection Program for Employees in the Company,-1,0,-1,-0.6
"MBB: Notice of Trading Right to Buy Stocks of Internal People Le Thi Loi, Nguyen Thi An Binh, Do Van Hung, Do Thi Tuyet Mai",-1,0,-1,-0.6
"MBB: Notice of Trading Rights to Buy Stocks of Internal People Pham Nhu Anh, Tran Minh Dat, Pham Thi Trung Ha, Nguyen Minh Chau",-1,0,-1,-0.6
"MBB: Notice of Trading Rights to Buy Stocks of Hanoi people ha while, Le Quoc Minh, Do Kim Loan, Nguyen Thi Thanh Nga",-1,0,-1,-0.6
"MBB: Notice of Trading Transactions to buy Stocks of Internal People Dang Thuy Dung, Nguyen Hai, HA in Khoa, Le Quoc Dung",-1,0,-1,-0.6
MBB: CBTT Received a Letter from the Ssc on receiving the Issuing Dossier of Esop Shares,-1,0,-1,-0.6
"MB Broke up with 6 members of the board of director, Elected 7 People, The Youngest Person This year 37 years old 37 years old",-1,0,0.5,0
MB Prepares Meeting With The General Meeting of Shareholders for the Term 2024 - 2029,-1,0,0.5,0
MBB: Notice of invitation to the 2024 Annual General Meeting of Shareholders and the path to see the document,-1,0,0.5,0
MBB: Notice of the dkc day paying dividies in money,-1,0,0.5,0
"MBB: MBB Grassrooots Trade Union Registered to receive Transfer of 12,689 Shares",1,0,-1,-0.2
"MBB: MBB Grassrooots Trade Union Has Reciving 28,304 Shares Transfer",1,0,-1,-0.2
MBB: Notice of Change of the 54th Certificate,-1,0,-1,-0.6
MBB: Resolution of the board of directors approving telecommunications service contracts with DVS,-1,0,-1,-0.6
"MBB: 23.5.2024, Date of Education and Training in 2023 in cash (500 VND/share)",-1,0,1,0.2
"MBB: 14.3.2029, Trading 73,000,000 Additional Listed Shares",-1,0,1,0.2
"MBB: 23.5.2024, Date of Education and Education Attended the Extraordinary Shareholder Meeting in 2024",-1,0,-0.5,-0.4
"MBB: 15.5.2024, Posted Additional 73,000,000 Shares",-1,0,-0.5,-0.4
MBB: CBTT Closed the List of Shareholders Receiving Cash DividiDIDAND,1,0,-0.5,0
"MBB: MBB Grassrooots Trade Union Registered to receive Transfer of 28,304 Shares",1,0,1,0.6000000000000001
"MBB: MBB Grassrooots Trade Union Has Receiving 9,930 Shares",-1,0,0.5,0
MBB: The Board of Directors Approved The Plan to Organize The Annual Shareholder Meeting of 2024,1,1,0.5,0.8
MBB: Resolution of the Board of Director approving a Contract to Implement Chatbot Solution Between MB and Viettel,1,1,0.5,0.8
MBB: CBTT Modified The Establishment and Operation License of MB,1,1,0.5,0.8
"MBB: Notice of changes in name, location and management of tan trieu trieu transaction Office",-1,-1,-0.5,-0.8
Why does MB's 1 -20024 Profit Decline Compared to the Same Period?,-1,0,0.5,0
MBB: Resolution of the General Meeting of Shareholders on the amendment and supportation,-1,0,0.5,0
MBB: Minutes of the Annual General Meeting of Shareholders 2024,-1,0,0.5,0
MBB: Resolution of the General Meeting of Shareholders on the amendment and support,-1,0,0.5,0
MBB: Resolution of the General Meeting of Shareholders on Voting Through Issues at the 2024 Annual General Meeting of Shareholders,-1,0,0.5,0
MBB: Resolution of the General Meeting of Shareholders on the approval of the use of Equity 2024,-1,0,0.5,0
MBB: Resolution of the General Meeting of Shareholders on the Approval of the Plan To Increase the Charter Capital,-1,0,0.5,0
MBB: Resolution of the General Meeting of Shareholders Approved The Financial Statements in 2023 Auditing and Profit Dident Plan 2023,-1,0,0.5,0
MBB: Resolution of the Board of Director on Esop distribution plan,-1,0,0.5,0
"MBH: The Plan of Growth 2024 is Cautious, Safe, Dividend in the Rate of 20%, Shareholders Question A Series of ""Hot"" Issues.",1,0,-1,-0.2
"MB MNT: Each Shareholder Receives 500,000 VND, Is Expected to 1,600 Attendees",1,0,-1,-0.2
MB President Luu Trung Thai: MB Aims at 30 Million Customers in 2024,-1,-1,-1,-1
"MBB: MBB Grassrooots Trade Union Registered to receive Transfer of 9,930 Shares",-1,-1,-0.5,-0.8
"MB Announced a Plan to divide Cash Dividind, Expected to become the Next Bank in the History of the Big4 Group",-1,0,-0.5,-0.4
MBB: CBTT Documentation Documents Meeting of the Annual General Meeting of Shareholders in 2024,-1,0,-0.5,-0.4
MBB: Notice of Signing Audit Contracts 2024,1,1,0.5,0.8
"MBB: PYN Elite Fund (Non -ucits) - CDL Bought 720,000 Shares",1,0,1,0.6000000000000001
"MBB: Military Industry - Telecommunications Group Bought 43,000,000 Shares",-1,0,-0.5,-0.4
"MBB: Corporation for State Capital Investment and Business (SCIC) has Bought 30,000,000 Shares",-1,0,-0.5,-0.4
"MBB: The number of Voting Shares is Circulating is 5,287,084.052 Shares",-1,-1,-1,-1
"MBB: Issud 73,000,000 indentual shares",-1,-1,-1,-1
SCIC'S SUBSIDIARY HAS Matched All MBB Shares Held,1,1,1,1
"MBB: SCIC Investment One Member Company Limited (SIS) HAS Sold 1,350,000 Shares",1,1,1,1
"Boss MB: ""MB People Said to Do, Did It Was Was Equal""",-1,-1,-1,-1
MBB: Report on Capital Safety Ratio at December 31.2023,-1,-1,-1,-1
"MBB: Military Industry - Telecommunications Group Registered to Buy 43,000,000 Shares",-1,0,1,0.2
SCIC Cost 480 Billion Dong To Buy 30 Million Shares MB,-1,0,-1,-0.6
"President Luu Trung Thai: Credit Balance with Novaland is ranked in Group 1, Revealing Credit Relationship with VinFast",-1,0,-1,-0.6
"MBB: State Corporation for Investment and Business (SCIC) Registered to buy 30,000,000 Shares",1,1,1,1
MBB: The Resolution of the Board of Director Approved The Plan to Repay The Capital Collected From The Public Offering in the Public In 2024,1,0,1,0.6000000000000001
MBB: Resolution of the Board of Director approved the registration dossier for the public bonds in 2024,1,0,1,0.6000000000000001
SCIC Investment Wants All Capital in MB,-1,0,1,0.2
SCIC'S SUBSIDIARY Wants to sell MB Shares Holding,-1,0,1,0.2
"MBB: SCIC Investment One Member Company Limited (SIC) Has Sold 1,650,000 Shares",1,1,-1,0.20000000000000007
"MBB: SCIC Investment One Member Company Limited (SIS) Registered for 1,350,000 Shares",1,1,-1,0.20000000000000007
MBB: Report on the company management situion in 2023,-1,-1,-1,-1
"The Ratio of Deposits is up to 40.1% in 2023, MB Maintains the Championship for the Second Consecutive Casa",-1,0,0.5,0
"MB Prepares Shareholder Meeting to Discuss The Plan of Profit Darribution, Capital Increase, ...",-1,0,0.5,0
MB Offered 73 Million Shares for Viettel and SCIC,-1,0,0.5,0
MBB: Notice of inviting the Annual General Meeting of Shareholders in 2024,1,0,0.5,0.4
MBB: Resolution of the Board of Director on the Issuance of Individual Shares,1,0,0.5,0.4
"MBB: Notice of Bachelor's Scheme Expected to Elect the Board of Directors, The Supervisory Board for the Term 2024-2029",1,1,0.5,0.8
"MBB: MBB Grassrooots Trade Union Has Receiving 28,739 Shares",-1,0,0.5,0
"Not Buying as Registered, SCIC'S SUBSidiarry Switched to sell MBB Shares",-1,0,-0.5,-0.4
MBB: Notice of changing the location of Ninh Binh Branch,-1,0,-0.5,-0.4
MBB: Notice of Change of Name and Location,-1,0,-0.5,-0.4
"MBB: 17.1.2024, Date of Education and Education Attended the Annual Shareholder Meeting in 2024 and nominated to join the Board of Directors, The Supervisory Board for the Term 2024-2029",1,1,-1,0.20000000000000007
MBB: SCIC Investment One Member Limited Company,1,1,-1,0.20000000000000007
"MBB: SCIC Investment One Member Limited Company Registers for Sale 3,000,000 Shares",1,1,-1,0.20000000000000007
MBB: DKKC to exercise the right to attend the Annual General Meeting of Shareholders in 2024,1,0,1,0.6000000000000001
"MBB: MBB Grassrooots Trade Union Registered to Receive Transfer of 28,739 Shares",1,1,0.5,0.8
MBB: Resolution of the board of directors approving the plan to organize the Annual Shareholder Meeting of 2024,1,0,-1,-0.2
MBB: The decision of the board of directors on changing the location of van Lam Transaction Office,1,0,-0.5,0
MBB: The Decision of the Board of Director on Changing The Location of Hung Ha Transaction Office,1,0,-0.5,0
"MBB: Mrs. Nguyen Thi Thuy's Sister -in -Law -A Member of the Board of Director Sold 98,500 Shares",1,0,0.5,0.4
"MBB: MBB Grassrooots Trade Union Reciving 32,963 Shares",1,0,0.5,0.4
"MBB: SCIC Investment One Member Company Limited (SIS) Registered to Buy 1,380,000 Shares",1,0,0.5,0.4
"MBB: Mrs. Nguyen Thi Thuy's Sister -in -Law -Member of the Board of Directors Registered To Sell 98,500 Shares",1,0,0.5,0.4
MBB: Notice of changing the location of an Phu Branch,1,0,0.5,0.4
BCP: Resolution of the Board of Director Approved Loans at MB South SAIGON,-1,0,-0.5,-0.4
MBB: Notice of Changing the location of Cu Chi Branch,-1,0,-1,-0.6
MBB: Notice of changing the location of Dinh Tien Hoang,-1,0,-1,-0.6
"MBB: MBB Grassrooots Trade Union Has Receiving 31,763 Shares",-1,0,-0.5,-0.4
MBB: CBTT About The Acquisition of Bonds Before The Date,1,1,0.5,0.8
MBB: Decision on changing the name of the branch and the name of the transaction office,-1,0,1,0.2
MBB: Notice of the Acquisition of Bonds Before The Matau of MBBL2128014,-1,0,0.5,0
MBB: Notice of Changing the Names of Cam Ranh and PGD Branches Affiliated,1,1,1,1
MBB: CBTT About Changing The Address of Chi Linh Transaction Office - Hai Duong Branch,1,1,1,1
MBB: Decision on CEO About The Amendments to the Terms of the Issuing Deposit Certificate,-1,-1,-1,-1
MBB: Notice of Acquisition of Tp Before The Deadline (TP Code: MBBL2128013),-1,0,1,0.2
MBB: Notice the Results of the Acquisition of Bonds Before The Term of MBBL2128012,-1,0,-0.5,-0.4
MBB: CBTT Results Offering Indovual Bonds MBBL2330005,1,1,1,1
"Military Bank (MB) Increased slightly by more than VND 20,000 Billion in the first 9 months, Credit Grew by 13.7%, with 4 millions new customers.",-1,0,-0.5,-0.4
"MBB: MBB Grassrooots Trade Union HAS Receiving 24,847 CP Transfer",-1,-1,-1,-1
MBB: Notice of Establishment of Tan Quy Transaction Office,-1,-1,-1,-1
"MBB: SCIC Investment Company Limited Bought 1,620,000 Shares",-1,0,-0.5,-0.4
MBB: The Board's Decision on Changing The Location and Name of Phu Xuan Transaction Office,-1,0,-0.5,-0.4
MBB: The Decision of the Board of Directors on the Establishment of Tan Tuc Transaction Office,-1,0,-0.5,-0.4
MBB: The decision of the board of director on changing the location of Nghi Son Transaction Office,-1,0,-0.5,-0.4
MBB: Decision of the Board of Director on changing the name of Nha Be Branch,-1,0,-0.5,-0.4
MBB: The decision of the board of directors on the establishment of phu xuan branch,-1,0,-0.5,-0.4
MBB: The decision of the board of directors on the establishment of Vinh locch,-1,0,-0.5,-0.4
MBB: Announcing The Acquisition of Bonds Before The Term MBBL212801010,-1,-1,-1,-1
MBB: Announcing The Acquisition of Bonds Before The Term of MBBL2128012,-1,-1,-1,-1
"MBB: MBB Grassrooots Trade Union Registered to receive Transfer 24,847 Shares",-1,0,-0.5,-0.4
"MBB: CBTT Under the Pillar of 3 Basel II at June 30, 2023",1,0,0.5,0.4
MBB: Notice the results of the indentual bond offer,1,0,0.5,0.4
MBB: Results of Acquisition of Bonds Before The Date,1,0,0.5,0.4
MBB: Notice of Changing the location of Soc's Son Transaction Office,1,0,0.5,0.4
MBB: Notice of Changing the location of Choose PG,1,0,0.5,0.4
MBB: Notice of changing the location of bao location,1,0,-0.5,0
MBB: Results of Individual Bonds Offer,1,0,-0.5,0
SCIC Wants to buy an additional 3 million MBB Shares,1,1,0.5,0.8
MBB: CBTT Decided The Board of Director on the establishment of Ben Luc Transaction Office,-1,0,-0.5,-0.4
MBB: CBTT Decided The Board of Director to Establish Ninh Thuan Branch,-1,0,-0.5,-0.4
MBB: CBTT Decided The Board of Director to Establish Dien Bien Branch,-1,0,-0.5,-0.4
"MBB: SCIC Registered to Buy 3,000,000 Shares",-1,0,-0.5,-0.4
MBB: Establishment of Bac Lieu Branch,-1,0,-0.5,-0.4
MBB: CBTT About The Acquisition of Bonds,1,0,0.5,0.4
MBB: Change the name and location of Tran Hung Dao Transaction Office,1,1,0.5,0.8
"MBB: MBB Grassrooots Trade Union Registered to receive 44,550 Shares",1,0,-1,-0.2
MBB: Amendment of the Charter of 2023,1,0,1,0.6000000000000001
MBB: Establishing the transaction office bar,1,1,1,1
"MBB: Mrs. Nguyen Thi Thuy's Sister -in -Law -Member of the Board of Directors Registered for Sale 35,500 Shares",1,0,0.5,0.4
MBB: 53rd Business Registration Certificate,-1,0,-0.5,-0.4
MBB: Change the address of an Giang CN,1,0,0.5,0.4
Opportunity to "Hunt" Phu Quy Gift with MB,-1,-1,-0.5,-0.8
"MBB: Change the Names of Associate Professor Mo Duc, Binh Son, far away",-1,-1,-0.5,-0.8
MB Power for Businesses To Grow Stable and Safe Credit,-1,0,0.5,0
Chairman of the board of director MB: "The digital platform will account for about 50% of the Revenue",-1,-1,-1,-1
"MBB: 29.8.2023, Trading 680,097,919 additional listing",-1,0,-1,-0.6
MBB: Change the Content of Charter Capital in the GPDKD,1,0,0.5,0.4
"When the Saving channel is no Longer Suitable, what is the curent Investment Trend?",-1,0,-1,-0.6
"MBB: 14.8.2023, Additional Listing 680,097,919 Shares",-1,0,0.5,0
The imprint of building a green bank of mb pham like anh,-1,0,-1,-0.6
Military Commercial Joint Stock Bank (MB) Introduces Apple Pay to Customers,-1,-1,-1,-1
Green Mark in MB - The Foundation for Sustainable Development,-1,-1,-1,-1
MBB: 17th Securities Registration Certificate,-1,-1,-1,-1
MBB: Change the name and location of PGD Hoang Van Thu,-1,-1,-1,-1
MBB: Report on the company Management Situation in the First 06 Months of 2023,-1,0,1,0.2
"Casa of the Military Bank Recovers in the second Quarter to 37%, Maintaining the Championship",-1,0,1,0.2
MBB: The decision of the board of directors,1,0,1,0.6000000000000001
MBB: Decision of the Board of Directors Regarding the Change of Venue for Duc in Transaction Office,1,0,1,0.6000000000000001
"MBB: The number of Shares with Voting Rights is 5,214,084,052 Shares",-1,0,-1,-0.6
"MBB: Issued 680,097,919 Shares to pay DividiDIDID",-1,0,-1,-0.6
General Director of MB Proposed A Series of Diffilt Solutions for Real Estate Credit,-1,0,1,0.2
"MBB: MBB Grassrooots Trade Union Reciving 635,383 Shares",-1,0,1,0.2
"MBB: 14.7.2023, Date of Education and Education to Exercise the Right to Pay DividiDIDI IN 2022 (100: 15 Ratio)",-1,0,0.5,0
"Ticket to see how expensive blackpink Concert ticket in my dinh: Spent 400 New HPG Shares Sitting in the Vip Chair, A Lot of NVL Only Has The Cheapest Position",1,1,1,1
MBB: Change the name and location of PGD Le Duan,1,1,0.5,0.8
"Add Large Banks To Pay DividiDIDI IN JULY, THE RATE OF 15%",-1,0,-1,-0.6
MBB: CBTT issue shares to pay DividiDIDI,-1,0,-1,-0.6
MBB: DKC DAIC PAYS DIVIDend by Stock,-1,0,-0.5,-0.4
"MBB: Trade Union of Military Commercial Joint Stock Bank Registered to Transfer 635,383 Shares",-1,0,-0.5,-0.4
MBB: Change the location of Hung Vuong Transaction Office,-1,-1,-0.5,-0.8
MBB: Re -Appointing Ms. Pham Thuy Dung to Hold The Position of Chief Accountant and Deputy Director of the Block - The TC -KT Block from 20.6,1,0,0.5,0.4
"MBB: Mrs. Nguyen Thi Thuy's Sister -in -Law -TV.HÐQT Sold 206,000 Shares",-1,0,-1,-0.6
MBB: Re -Appointing Ms. Pham Thi Trung Ha as Deputy General Director from June 15,-1,0,-0.5,-0.4
MBB: The decision of the board of director,1,0,0.5,0.4
MBB: The decision of the board of directors regarding the change of location of the transaction office,1,0,0.5,0.4
MBB: Appointing Ms. Do Kim Loan who is in Charge of the Company Administration From 8.6.2023,1,0,1,0.6000000000000001
MBB: Signing The Audit Contract of the 2023 Financial Statements,1,0,1,0.6000000000000001
OCB and MB Leaders want to sell out stocks,1,0,1,0.6000000000000001
"MBB: 14.6.2023, The Date of Education for DividiDIDI IN 2022 (500 VND/share)",1,0,1,0.6000000000000001
"MBB: Mrs. Nguyen Thi Thuy's Sister -in -Law -TV.HÐQT Registered for Selling 206,000 Shares",-1,0,-1,-0.6
"Mb shareholders are about to share more than VND 2,200 billion in cash dividend",-1,0,-1,-0.6
MBB: The Decision of the Board of Director on the Cash Dividend Payment,-1,0,-1,-0.6
MBB: Ms. Vu Thi Hai Phuong was authorized to publish information from 31.5.2023,1,1,1,1
Experience Parallel Value: Save with MB - Peace of Mind to live Healthy,1,0,1,0.6000000000000001
"CEO MB: We will Focus on Exploiting data to have Personalized Products, Improve the Experience for Each Customer",-1,0,0.5,0
MBB: Appointing Mr. Pham Nhu Anh as General Director from 18.5.2023,-1,0,-1,-0.6
MBB: Resolution of the Board of Directors v/v Approved the Contract Between MB and MBCAMBODIA,-1,0,-1,-0.6
MB Appooints a New General Manager,1,0,1,0.6000000000000001
"MBB: Mr. and Mrs. LE THI LOI - Head of the Supervisory Board Bought 8,000 Shares",1,1,1,1
Get "Big Gifts" up to 50 million when saving at MB,1,1,1,1
MB Group Completed the Strategic Partner Selection for Mbcambodia,-1,0,-0.5,-0.4
