time,symbol,title
2024-11-13,BID,BID: The Board of Directors approves contracts and transactions in KDV & TT activities
2024-11-01,BID,"The names of the largest profit of the stock market in the third quarter of 2024: Vinhomes 'demand' the throne, a surprise name"
2024-11-01,BID,"BID: Appointing Ms. Pham Thi Thanh Nga, Mr. Dang Xuan Thang is in charge of management from 1.11.2024"
2024-10-10,BID,BID: The Board of Directors approves the acquisition of funding loans for the project of Tinh Binh Dinh General Hospital at BIDC-CN.TPHCM
2024-09-27,BID,"BID: Notice of the final registration date to exercise the right to buy all bonds before the term of BID121028 bond code, BID121027"
2024-09-25,BID,"BID: The decision of the Board of Directors approved the agent contract in 2024 with BIDV MetLife Life Insurance Co., Ltd."
2024-09-25,BID,BID: The decision of the Board of Directors approves the money and gold insurance contract between BIDV and BIDV Insurance Corporation (BIC)
2024-09-23,BID,"BID: The Board of Directors approves contracts, lease transactions at the 03rd floor, BIDV tower"
2024-09-13,BID,BID: The Board of Directors approved the office lease contract between BIDC and BIDV representative office in Cambodia
2024-09-11,BID,BID: The Board of Directors approves the plan through a contract for BIC to rent an unused area at some BIDV branches
2024-09-11,BID,"BID: The Board of Directors approves the plan, approving the contract for MHBS to rent an unused area at BIDV."
2024-08-30,BID,"Announcing the top 20 banks to submit the largest budget on the list of VNTAX 200: including the State, private and foreign blocks"
2024-08-29,BID,BID: Decision on changing the address of Phu Nhuan branch headquarters
2024-08-27,BID,BID: The decision of the CEO about the change of the location of the Hoc Mon branch headquarters
2024-08-27,BID,BID: The Board of Directors approved the technical support contract between BIDV and Keb Hana Bank
2024-08-21,BID,BID: Decision to change the location of the office of Bac Quang Binh branch
2024-08-15,BID,"Absent 2 companies ""V"", for the first time in the history of the top 5 biggest enterprises, the stock market are all units that are dominated by the state."
2024-08-07,BID,BID: The Resolution of the Board of Directors approved the plan of issuing the city to increase the 3rd individual capital in 2024
2024-08-07,BID,BID: The Board of Directors approves the plan and contract for BIC to rent an unused area at BIDV My Dinh Branch
2024-07-31,BID,The first Vietnamese bank reached 2.5 million billion dong of total assets
2024-07-30,BID,BID: Report on the company management situation in the first 6 months of 2024
2024-07-22,BID,BID: Periodically report the situation of principal and interest in corporate bonds in the first 6 months of 2024 and separate
2024-07-17,BID,BID: The Board of Directors approves the money insurance contract at the business establishment and the Cash Bank on the transportation road
2024-07-05,BID,BID: Resolution of the Board of Directors on approving the city issuance plan to increase capital for SSI
2024-07-05,BID,BID: Resolution of the Board of Directors on approving the plan to buy back before the deadline BID12234
2024-07-03,BID,BID: Notice of amendments and supplements to the organization and operation charter
2024-07-03,BID,BID: Authorization for Mr. Tran Phuong to publish information
2024-06-28,BID,BID: Decision on the Board of Directors approving transactions with the involved party
2024-06-18,BID,"MBS: Resolution of the Board of Directors establishes a maximum credit limit of VND 2,300 billion with BIDV"
2024-06-14,BID,BID: Resolution of the Board of Directors on the issuance of individual bonds in 2024
2024-06-12,BID,BID: The decision of the Board of Directors on changing the location of Tam Diep branch headquarters
2024-06-10,BID,BID: The Board of Directors approves the loan transaction between BIDV Thanh Xuan and BIDC Hanoi
2024-05-17,BID,BID: Resolution of the Board of Directors approving the plan of issuing bonds to increase individual capital in the period of 2024
2024-05-17,BID,BID: Notice of signing audit contracts 2024
2024-05-02,BID,BID: Resolution and minutes of annual shareholder meeting in 2024
2024-04-24,BID,BID: The Resolution of the Board of Directors approved the plan to issue bonds to increase capital separately
2024-04-24,BID,BID: Resolution of the Board of Directors approving the acquisition of the list of eligible bonds to record level 2
2024-04-19,BID,BID: The Board of Directors approves the service contract to order bond/credit trading orders cum agreement on the method of transaction via fax/email with BSC
2024-04-05,BID,BID: Link to announce documents meeting the annual shareholder meeting in 2024
2024-03-22,BID,BIDV will issue individual shares for how much?
2024-03-15,BID,BID: Appointing Mr. Ham Jin Sik as a member of the Executive Board from 1.3.2024
2024-03-08,BID,"BID: 25.3.2024, Date of Education and Education attended the annual Shareholder of 2024"
2024-03-05,BID,"Each value of 4 times more than Vietcombank, VinFast is now the 2nd unit in the country 'surpassed': BIDV's capitalization has reached 310,000 billion dong, up nearly 100,000 billion after half a year."
2024-03-01,BID,BID: Ms. Phan Thi Chinh - Member of the Board of Directors retired from 1.6.2024
2024-03-01,BID,BID: Decision on the Board of Directors to amend the Regulation on organization and operation
2024-02-28,BID,"Total capitalization ""Big 3"" Bank Vietcombank, BIDV and Vietinbank exceeded 1 million billion dong, accounting for 1/5 of the whole value of HOSE"
2024-02-28,BID,BID: Notice and Resolution of the Board of Directors on the organization of the 2024 Annual General Meeting of Shareholders
2024-02-23,BID,BIDV will soon sell capital to foreign investors?
2024-02-23,BID,"BID shares increased the new Tran Lap Top, BIDV capitalization exceeded the milestone of VND 300,000 billion"
2024-02-15,BID,BID: Termination of the contract with Mr. Sung Ki Jung - Member of the Executive Board from 1.3.2024
2024-02-05,BID,BID: Explanation of profit after tax difference in quarter 4/2023 compared to Q4/2022
2024-01-31,BID,BID: CBTT The contents related to BIDV's personnel
2024-01-31,BID,"BID: Appointing Mr. Quach Hung Hiep as a member of the Board of Directors from January 30, 2024"
2024-01-31,BID,BID: Resolution and minutes of unusual General Meeting of Shareholders in 2024
2024-01-31,BID,BID: Appointing Mr. Nguyen Trung Kien as a member of the Supervisory Board from 30.1.2024
2024-01-31,BID,BID: Appointing Ms. Ta Thi Hanh as a member of the BKS from 30.1.2024
2024-01-26,BID,BID: Report on the situation of the Company in 2023
2024-01-26,BID,BID: The situation of payment of interest and principal in 2023
2024-01-25,BID,"BID: The Board of Directors approves the plan and contract for leasing an unused area at Phu Tho Branch, Son Tay Branch"
2024-01-22,BID,"BTN: Quy Nhon T.P People's Court has accepted the case of ""Credit contract dispute"" according to the lawsuit of BIDV Bank"
2024-01-17,BID,BID: Decision on the Board of Directors to approve the contract to buy property insurance with BIC
2024-01-17,BID,"BID: Mr. Quach Hung Hiep - Deputy General Director sold 49,610 shares"
2024-01-10,BID,"Vietnamese Bank ""shook hands"" on the leading financial institutions in Japan, Korea, Singapore: Vietcombank, Vietinbank, BIDV all grew strongly, the strategic shareholders won big, even many times more profitable than"
2024-01-10,BID,BID: Link to announce the unusual meeting of the General Meeting of Shareholders in 2024
2024-01-10,BID,"BID: Mr. Quach Hung Hiep - Deputy General Director registered for sale 49,610 shares"
2024-01-09,BID,"BIDV shares to the peak of history, Keb Hana Bank twice after more than 4 years as a strategic shareholder"
2024-01-08,BID,BID: The decision of the General Director on the change of the location of the headquarters of Sa Pa branch
2024-01-08,BID,BID: Notice the day DKC to exercise the right to pay the principal and bond interest
2024-01-08,BID,BID: Notice the day DKC to exercise the right to pay the principal and bond interest
2024-01-08,BID,"BIDV reported more than 27,400 billion dong in tax profit in 2023"
2024-01-05,BID,BID: 28th business registration certificate
2024-01-04,BID,"BID: 11.1.2024, trading 641,912.084 additional listed shares"
2024-01-02,BID,BID: Resolution of the Board of Directors approving the content of the agent contract with BIC
2023-12-29,BID,BID: The Board of Directors approves the agent Appendix No. 02/2023 with BIDV MetLife
2023-12-28,BID,"BID: 29.12.2023, Additional listing 641,912,084 shares"
2023-12-27,BID,BID: The decision of the Vietnam State Bank on the amendment of the contents of the charter capital in the operating license of BID
2023-12-26,BID,BID: Decision on the Board of Directors to approve the insurance handling plan at Cai Dau PGD between BIDV and BIC
2023-12-22,BID,BID: The 6th business registration certificate
2023-12-19,BID,BID: The Board of Directors approves the office's plan and contract with BIDV Saigon and Sumi Trust
2023-12-18,BID,BID: CBTT about the DKC DKC to exercise the right to pay bond interest
2023-12-15,BID,BID: Adjustment of individual and consolidated financial statements in 2022 according to the conclusion of the State Audit
2023-12-15,BID,"BID: 28.12.2023, Date of Education and Training attending the Extraordinary General Meeting of Shareholders in 2024"
2023-12-14,BID,"Enterprises for rent only in Vietnam: The structure of shareholders of large businesses, every day profit of a billion dong"
2023-12-14,BID,BID: Report on stock issuance results to pay dividends
2023-12-14,BID,BID: The Board of Directors approved the contents of the agent contract in 2023
2023-12-11,BID,BID: Decision on the Board of Directors to approve the credit grant with LVB to finance Nam Sum 1A Hydroelectric Project
2023-12-08,BID,BIDV prepares an extraordinary shareholder meeting
2023-12-08,BID,BID: The Resolution of the Board of Directors on the organization of an extraordinary shareholder meeting in 2024
2023-12-08,BID,"BID: The number of voting shares is circulating is 5,700,435,900 shares"
2023-11-28,BID,BID: Change the location of Cam Pha branch
2023-11-22,BID,Reveal the revenue and profit of the largest businesses in Vietnam
2023-11-21,BID,"BID: November 28, 2023, Date of Education and Training to issue shares to pay dividends (ratio 100: 12.69)"
2023-11-20,BID,BID: CBTT about changing the location of Dong Thap branch headquarters
2023-11-16,BID,BIDV and Edmond de Rothschild cooperation in providing the leading private banking service in Vietnam
2023-11-15,BID,BID: CBTT The contents related to stock issuance to pay dividends
2023-11-14,BID,BID: CBTT received a letter from the SSC on the stock issuance report to pay dividends
2023-11-03,BID,BID: Notice of transactions with relevant party
2023-10-31,BID,"Top 20 biggest profit enterprises in the market: It seems like the bank's ""private playground"", nearly half of the interest rate decreases, 1 unit growth 600%"
2023-10-31,BID,BID: Resolution of the Board of Directors on the issuance of bonds increasing individual capital separately in the fourth quarter of 2023
2023-10-27,BID,BID: Resolution of the Board of Directors on the implementation of the plan to increase charter capital
2023-10-23,BID,BID: CBTT received a letter from the State Bank on increasing charter capital
2023-10-13,BID,BID: Notice of changing location of Nam Ky Khoi Nghia branch headquarters
2023-10-12,BID,BID: Resolution of the Board of Directors on paying dividends by stocks
2023-10-05,BID,BID: Decision on the Board of Directors to approve the shipping insurance contract with BIC
2023-09-22,BID,BID: The Board of Directors approves the agreement to amend the technical support contract between BIDV and Hana Bank for the first time
2023-09-06,BID,BID: CBTT Resolution of the Board of Directors approving the plan to issue individual bonds
2023-08-24,BID,BID: The Board of Directors approves transactions with the involved party
2023-08-11,BID,BID: The Board of Directors approves the plan and contract for leasing an unused area at Hung Yen Branch headquarters
2023-08-11,BID,BID: The Board of Directors approves the plan and contract for leasing part of the unused area at the headquarters of Kien Thanh.
2023-08-08,BID,BID: CBTT The Resolution of the Board of Directors approved the transaction with the involved party
2023-08-04,BID,BID: The decision of the Board of Directors Regarding the change of location of the city branch. Thu Duc
2023-07-31,BID,BID: Explanation of LNST fluctuations in the second quarter of 2023 compared to the same period last year
2023-07-31,BID,"For the first time in 6 years of interest rate of BIDV surpassed Techcombank, returning to the runner -up position of the whole system"
2023-07-27,BID,BID: Report on the company management situation in the first 6 months of 2023
2023-07-25,BID,BID: Interest and principal payment situation in the first 6 months of 2023
2023-07-12,BID,BID: Receiving a decision from Hanoi Stock Exchange for approval of bond listing
2023-07-10,BID,BID123003: Decision to approve the listing of Bank for Bank for Investment and Development of Vietnam
2023-07-10,BID,BID123002: Decision to approve the listing of Bank Bank for Investment and Development of Vietnam
2023-07-10,BID,BID123004: Decision to approve the listing of Bank Bank for Investment and Development of Vietnam
2023-07-10,BID,BID123002: Publication of information on Vietnam Investment and Development Commercial Joint Stock Bank
2023-07-10,BID,BID123003: Announcement of information on Vietnam Investment and Development Commercial Joint Stock Bank
2023-07-10,BID,BID123004: Announcing information on Vietnam Investment and Development Joint Stock Commercial Bank
2023-06-30,BID,BID121027: Transaction with the relevant party (VALC)
2023-06-29,BID,BID: Resolution of the Board of Directors regarding the transaction with the relevant party
2023-06-28,BID,BID121027: Transactions with related party (Keb Hana Bank - Hanoi Branch)
2023-06-28,BID,BID: CBTT Day dkcc to exercise the right to pay interest for term 02
